EPOCH                                 BX_(GSM)               BY_(GSM)               BZ_(GSM)
                              (@_x_component_)       (@_y_component_)       (@_z_component_)
dd-mm-yyyy hh:mm:ss.ms                      nT                     nT                     nT
28-08-2018 01:02:12.000               -5.83900               -2.68200               -1.47200
28-08-2018 01:02:28.000               -5.88300               -2.88400               -1.35800
28-08-2018 01:02:44.000               -5.82800               -2.84400               -1.63100
28-08-2018 01:03:00.000               -5.70400               -2.67400               -1.81100
28-08-2018 01:03:16.000               -5.78900               -2.61100               -1.87100
28-08-2018 01:03:32.000               -5.81800               -2.46300               -1.83900
28-08-2018 01:03:48.000               -5.93900               -2.31900               -1.92500
28-08-2018 01:04:04.000               -5.93600               -2.49100               -1.84300
28-08-2018 01:04:20.000               -5.86500               -2.47200               -1.81200
28-08-2018 01:04:36.000               -5.90200               -2.42500               -1.84500
28-08-2018 01:04:52.000               -5.82000               -2.46600               -1.97900
28-08-2018 01:05:08.000               -5.97300               -2.51400               -1.38100
28-08-2018 01:05:24.000               -5.84000               -2.52200               -1.20500
28-08-2018 01:05:40.000               -5.82200               -2.36900               -1.35500
28-08-2018 01:05:56.000               -5.84500               -2.36000               -1.73800
28-08-2018 01:06:12.000               -5.90200               -2.25000               -1.76600
28-08-2018 01:06:28.000               -5.92100               -2.39800               -1.75900
28-08-2018 01:06:44.000               -5.95100               -2.52900               -1.50700
28-08-2018 01:07:00.000               -5.89400               -2.36100               -1.65900
28-08-2018 01:07:16.000               -5.88500               -2.41300               -1.72100
28-08-2018 01:07:32.000               -5.87500               -2.38900               -1.76900
28-08-2018 01:07:48.000               -5.80900               -2.29100               -1.89900
28-08-2018 01:08:04.000               -5.80800               -2.22700               -1.97100
28-08-2018 01:08:20.000               -5.63800               -2.06800               -2.19100
28-08-2018 01:08:36.000               -5.80500               -2.10400               -2.30700
28-08-2018 01:08:52.000               -5.81200               -2.05000               -2.18100
28-08-2018 01:09:08.000               -5.75500               -2.02100               -2.15200
28-08-2018 01:09:24.000               -5.78300               -2.05600               -2.03700
28-08-2018 01:09:40.000               -5.81100               -2.06200               -1.99700
28-08-2018 01:09:56.000               -5.77900               -1.97000               -1.90700
28-08-2018 01:10:12.000               -5.87000               -2.02500               -2.00200
28-08-2018 01:10:28.000               -5.85100               -1.99800               -1.98800
28-08-2018 01:10:44.000               -5.82300               -1.93500               -2.17800
28-08-2018 01:11:00.000               -5.80100               -1.82700               -2.20000
28-08-2018 01:11:16.000               -5.53200               -2.07900               -2.33900
28-08-2018 01:11:32.000               -5.75000               -1.96800               -2.37200
28-08-2018 01:11:48.000               -5.84600               -1.78100               -2.27300
28-08-2018 01:12:04.000               -5.83700               -2.08700               -2.30000
28-08-2018 01:12:20.000               -5.93600               -1.90100               -2.23600
28-08-2018 01:12:36.000               -6.12200               -1.19700               -1.97400
28-08-2018 01:12:52.000               -5.95500               -1.57400               -2.24000
28-08-2018 01:13:08.000               -5.50900               -2.33000               -2.41700
28-08-2018 01:13:24.000               -5.29600               -2.64600               -2.64900
28-08-2018 01:13:40.000               -5.29500               -2.58700               -2.63600
28-08-2018 01:13:56.000               -5.28400               -2.28500               -2.66900
28-08-2018 01:14:12.000               -5.30300               -2.35800               -2.60200
28-08-2018 01:14:28.000               -5.39900               -2.55200               -2.56000
28-08-2018 01:14:44.000               -5.35200               -2.66600               -2.38800
28-08-2018 01:15:00.000               -5.38800               -2.72600               -2.57400
28-08-2018 01:15:16.000               -5.34000               -2.95000               -2.64000
28-08-2018 01:15:32.000               -5.16600               -3.27600               -2.27900
28-08-2018 01:15:48.000               -5.12600               -3.43000               -2.39300
28-08-2018 01:16:04.000               -5.02700               -3.24100               -2.44900
28-08-2018 01:16:20.000               -4.84200               -3.31400               -2.48200
28-08-2018 01:16:36.000               -4.93200               -3.03200               -2.71100
28-08-2018 01:16:52.000               -4.91400               -3.07000               -2.78500
28-08-2018 01:17:08.000               -4.64800               -3.04400               -2.88100
28-08-2018 01:17:24.000               -4.73700               -3.13100               -2.55600
28-08-2018 01:17:40.000               -4.75400               -3.11000               -2.52200
28-08-2018 01:17:56.000               -4.68700               -2.88400               -3.09900
28-08-2018 01:18:12.000               -4.72600               -2.62800               -3.18400
28-08-2018 01:18:28.000               -4.64000               -2.50600               -3.38400
28-08-2018 01:18:44.000               -4.50000               -2.64000               -3.35700
28-08-2018 01:19:00.000               -4.29300               -2.68400               -3.44600
28-08-2018 01:19:16.000               -4.36600               -2.68300               -3.26900
28-08-2018 01:19:32.000               -4.16200               -2.75000               -3.34700
28-08-2018 01:19:48.000               -4.30000               -2.65000               -3.42400
28-08-2018 01:20:04.000               -4.23600               -2.59300               -3.49300
28-08-2018 01:20:20.000               -3.88700               -2.65400               -3.62000
28-08-2018 01:20:36.000               -3.87300               -2.55700               -3.59500
28-08-2018 01:20:52.000               -4.25500               -2.56600               -3.52200
28-08-2018 01:21:08.000               -4.38100               -2.48700               -3.43200
28-08-2018 01:21:24.000               -4.51400               -2.54500               -3.27700
28-08-2018 01:21:40.000               -4.31900               -2.41000               -3.38600
28-08-2018 01:21:56.000               -4.12700               -2.53500               -3.49400
28-08-2018 01:22:12.000               -4.20900               -2.45200               -3.42200
28-08-2018 01:22:28.000               -4.07800               -2.70500               -3.66200
28-08-2018 01:22:44.000               -4.43200               -2.17700               -3.47600
28-08-2018 01:23:00.000               -4.16000               -2.16400               -3.28000
28-08-2018 01:23:16.000               -4.24300               -2.27400               -3.15200
28-08-2018 01:23:32.000               -4.13100               -2.06500               -3.62500
28-08-2018 01:23:48.000               -4.11500               -2.06300               -3.51200
28-08-2018 01:24:04.000               -3.65200               -2.30400               -3.73100
28-08-2018 01:24:20.000               -3.81500               -2.27200               -3.28500
28-08-2018 01:24:36.000               -4.06900               -2.26600               -2.79100
28-08-2018 01:24:52.000               -4.23500               -2.26700               -2.75100
28-08-2018 01:25:08.000               -4.14900               -2.36300               -2.73700
28-08-2018 01:25:24.000               -4.22000               -2.20900               -2.77200
28-08-2018 01:25:40.000               -4.26400               -2.18100               -1.75700
28-08-2018 01:25:56.000               -4.31400               -1.98300               -1.99100
28-08-2018 01:26:12.000               -4.33300               -1.97700               -1.84100
28-08-2018 01:26:28.000               -4.13000               -2.00600               -1.94400
28-08-2018 01:26:44.000               -4.57000               -1.30300               -1.00100
28-08-2018 01:27:00.000               -4.66000               -1.27800              -0.509000
28-08-2018 01:27:16.000               -4.47900               -1.37200              -0.274000
28-08-2018 01:27:32.000               -4.54500               -1.31400              -0.654000
28-08-2018 01:27:48.000               -4.70200               -1.41700              -0.780000
28-08-2018 01:28:04.000               -4.80600               -1.35800              -0.548000
28-08-2018 01:28:20.000               -4.90100               -1.33300              -0.308000
28-08-2018 01:28:36.000               -4.87000               -1.05500              -0.310000
28-08-2018 01:28:52.000               -4.92100              -0.864000              -0.187000
28-08-2018 01:29:08.000               -4.93800              -0.844000              -0.437000
28-08-2018 01:29:24.000               -4.80700              -0.828000              -0.691000
28-08-2018 01:29:40.000               -4.84000              -0.809000              -0.722000
28-08-2018 01:29:56.000               -4.91300              -0.773000              -0.821000
28-08-2018 01:30:12.000               -4.86700              -0.830000              -0.831000
28-08-2018 01:30:28.000               -4.81400              -0.772000              -0.832000
28-08-2018 01:30:44.000               -4.74700              -0.896000              -0.827000
28-08-2018 01:31:00.000               -4.63300               -1.03300              -0.866000
28-08-2018 01:31:16.000               -4.62800               -1.03400              -0.958000
28-08-2018 01:31:32.000               -4.56400               -1.04200              -0.864000
28-08-2018 01:31:48.000               -4.73000               -1.03500              -0.507000
28-08-2018 01:32:04.000               -4.58700               -1.14800              -0.638000
28-08-2018 01:32:20.000               -4.57200               -1.15300              -0.646000
28-08-2018 01:32:36.000               -4.43300               -1.25700              -0.827000
28-08-2018 01:32:52.000               -4.38800               -1.19000              -0.919000
28-08-2018 01:33:08.000               -4.30000               -1.26800              -0.972000
28-08-2018 01:33:24.000               -4.32100               -1.43000              -0.877000
28-08-2018 01:33:40.000               -4.40000               -1.31800              -0.690000
28-08-2018 01:33:56.000               -4.26600               -1.24100              -0.780000
28-08-2018 01:34:12.000               -4.31900               -1.21700              -0.705000
28-08-2018 01:34:28.000               -4.23300               -1.38400              -0.929000
28-08-2018 01:34:44.000               -4.23300               -1.39800               -1.07200
28-08-2018 01:35:00.000               -4.20400               -1.45100               -1.05900
28-08-2018 01:35:16.000               -4.02700               -1.85100               -1.04800
28-08-2018 01:35:32.000               -3.71600               -2.28200               -1.07800
28-08-2018 01:35:48.000               -3.81700               -2.05900               -1.09500
28-08-2018 01:36:04.000               -3.88700               -2.01300               -1.04100
28-08-2018 01:36:20.000               -3.60200               -2.18900               -1.14200
28-08-2018 01:36:36.000               -3.46300               -2.16600               -1.35400
28-08-2018 01:36:52.000               -3.34100               -2.23900               -1.20800
28-08-2018 01:37:08.000               -3.39000               -2.19000               -1.20200
28-08-2018 01:37:24.000               -3.31800               -2.13700               -1.45100
28-08-2018 01:37:40.000               -3.51600               -2.26500               -1.07700
28-08-2018 01:37:56.000               -3.51300               -2.29500               -1.18700
28-08-2018 01:38:12.000               -3.47500               -2.32600               -1.26600
28-08-2018 01:38:28.000               -3.32900               -2.59100               -1.10700
28-08-2018 01:38:44.000               -3.00800               -2.73600               -1.21600
28-08-2018 01:39:00.000               -2.87400               -2.93600               -1.10600
28-08-2018 01:39:16.000               -2.94000               -2.92400               -1.20000
28-08-2018 01:39:32.000               -2.95700               -3.01700               -1.15900
28-08-2018 01:39:48.000               -2.55400               -3.12800               -1.31600
28-08-2018 01:40:04.000               -2.62100               -3.13500               -1.25300
28-08-2018 01:40:20.000               -2.64200               -3.05300               -1.17000
28-08-2018 01:40:36.000               -2.66900               -3.15800              -0.931000
28-08-2018 01:40:52.000               -2.56400               -3.10600               -1.54700
28-08-2018 01:41:08.000               -2.39500               -3.12400               -1.69300
28-08-2018 01:41:24.000               -2.28800               -3.20600               -1.69100
28-08-2018 01:41:40.000               -2.66700               -3.08100               -1.57100
28-08-2018 01:41:56.000               -2.67600               -3.03200               -1.66000
28-08-2018 01:42:12.000               -2.55200               -3.06800               -1.69500
28-08-2018 01:42:28.000               -2.29100               -3.24600               -1.65800
28-08-2018 01:42:44.000               -2.26200               -3.20800               -1.76400
28-08-2018 01:43:00.000               -2.25500               -3.12000               -1.86300
28-08-2018 01:43:16.000               -2.12900               -3.05400               -1.97800
28-08-2018 01:43:32.000               -2.03700               -3.13100               -2.02300
28-08-2018 01:43:48.000               -1.98600               -3.22800               -1.98300
28-08-2018 01:44:04.000               -1.90200               -3.21900               -1.94200
28-08-2018 01:44:20.000               -1.75700               -3.15700               -2.04700
28-08-2018 01:44:36.000               -1.71500               -3.16700               -2.05800
28-08-2018 01:44:52.000               -1.63800               -3.19800               -2.01300
28-08-2018 01:45:08.000               -1.80100               -3.18800               -2.00100
28-08-2018 01:45:24.000               -1.81900               -3.19700               -1.98800
28-08-2018 01:45:40.000               -1.83000               -3.15100               -2.12600
28-08-2018 01:45:56.000               -1.65100               -3.16300               -2.25500
28-08-2018 01:46:12.000               -1.60600               -3.30700               -2.05500
28-08-2018 01:46:28.000               -1.62300               -3.47700               -1.87100
28-08-2018 01:46:44.000               -1.48400               -3.70900               -1.71500
28-08-2018 01:47:00.000               -1.37700               -3.48400               -1.87400
28-08-2018 01:47:16.000               -1.17500               -3.60000               -1.51500
28-08-2018 01:47:32.000               -1.34300               -3.41900               -1.54400
28-08-2018 01:47:48.000               -3.00700               -1.87400               -1.69400
28-08-2018 01:48:04.000               -3.40700               -1.35600               -1.59900
28-08-2018 01:48:20.000               -3.38800               -1.46100               -1.46900
28-08-2018 01:48:36.000               -3.39600               -1.49800               -1.45100
28-08-2018 01:48:52.000               -3.43200               -1.32200               -1.46800
28-08-2018 01:49:08.000               -3.45000               -1.11700               -1.46400
28-08-2018 01:49:24.000               -3.65100              -0.976000               -1.20000
28-08-2018 01:49:40.000               -3.74200              -0.746000               -1.33600
28-08-2018 01:49:56.000               -3.80200              -0.340000               -1.38900
28-08-2018 01:50:12.000               -3.78800              0.0430000               -1.48100
28-08-2018 01:50:28.000               -3.82800              -0.480000              -0.516000
28-08-2018 01:50:44.000               -3.80000              -0.375000              -0.418000
28-08-2018 01:51:00.000               -3.81900              -0.395000              -0.764000
28-08-2018 01:51:16.000               -3.80000               0.255000               -1.05900
28-08-2018 01:51:32.000               -3.87800               0.234000              -0.986000
28-08-2018 01:51:48.000               -3.89400               0.254000              -0.947000
28-08-2018 01:52:04.000               -3.78600              -0.410000               -1.49100
28-08-2018 01:52:20.000               -3.43900               0.645000              -0.917000
28-08-2018 01:52:36.000               -3.44100               0.880000              -0.633000
28-08-2018 01:52:52.000               -3.39700                1.09400              -0.672000
28-08-2018 01:53:08.000               -3.46100               0.669000              -0.728000
28-08-2018 01:53:24.000               -3.40500               0.696000              -0.850000
28-08-2018 01:53:40.000               -3.34000                1.01100              -0.929000
28-08-2018 01:53:56.000               -2.34200                1.88800              -0.113000
28-08-2018 01:54:12.000              -0.406000                2.81000               0.588000
28-08-2018 01:54:28.000              -0.439000                3.35300               0.264000
28-08-2018 01:54:44.000              -0.651000                2.98700              -0.141000
28-08-2018 01:55:00.000              -0.642000                2.86200             -0.0100000
28-08-2018 01:55:16.000              -0.448000                3.29300               0.134000
28-08-2018 01:55:32.000              -0.655000                2.70400               0.653000
28-08-2018 01:55:48.000              -0.737000                3.05200               0.638000
28-08-2018 01:56:04.000              -0.665000                3.33500               0.995000
28-08-2018 01:56:20.000              -0.399000                2.93500                1.14300
28-08-2018 01:56:36.000              -0.404000                2.76500                1.01300
28-08-2018 01:56:52.000              -0.440000                3.23700                1.06100
28-08-2018 01:57:08.000              -0.562000                3.51300               0.816000
28-08-2018 01:57:24.000              -0.407000                3.30700               0.761000
28-08-2018 01:57:40.000               0.658000                3.16800                1.05600
28-08-2018 01:57:56.000               0.636000                3.33200               0.994000
28-08-2018 01:58:12.000               0.813000                3.41800                1.18600
28-08-2018 01:58:28.000               0.904000                3.35900                1.41800
28-08-2018 01:58:44.000               0.947000                2.92600                1.59900
28-08-2018 01:59:00.000               0.609000                3.27100                1.13100
28-08-2018 01:59:16.000               0.327000                2.41200                1.08500
28-08-2018 01:59:32.000              0.0820000                3.51800               0.717000
28-08-2018 01:59:48.000             0.00300000                3.56800               0.507000
28-08-2018 02:00:04.000              0.0720000                3.31600               0.906000
28-08-2018 02:00:20.000               0.478000                3.42500               0.654000
28-08-2018 02:00:36.000               0.331000                3.47900               0.346000
28-08-2018 02:00:52.000              0.0160000                3.49500               0.446000
28-08-2018 02:01:08.000              0.0740000                3.52500               0.417000
28-08-2018 02:01:24.000               0.312000                3.48700               0.303000
28-08-2018 02:01:40.000               0.290000                3.51900               0.345000
28-08-2018 02:01:56.000               0.233000                3.55000               0.381000
28-08-2018 02:02:12.000               0.237000                3.57300               0.356000
28-08-2018 02:02:28.000               0.232000                3.55700               0.296000
28-08-2018 02:02:44.000               0.137000                3.54700               0.585000
28-08-2018 02:03:00.000              0.0480000                3.52500               0.479000
28-08-2018 02:03:16.000               0.106000                3.39400               0.530000
28-08-2018 02:03:32.000               0.156000                3.36700               0.579000
28-08-2018 02:03:48.000               0.266000                3.38900               0.575000
28-08-2018 02:04:04.000               0.375000                3.37100               0.443000
28-08-2018 02:04:20.000              0.0690000                3.44500               0.252000
28-08-2018 02:04:36.000               0.497000                3.47400               0.112000
28-08-2018 02:04:52.000               0.623000                3.51900               0.212000
28-08-2018 02:05:08.000               0.454000                3.40000               0.270000
28-08-2018 02:05:24.000               0.584000                3.36400             -0.0220000
28-08-2018 02:05:40.000               0.641000                3.26700              -0.141000
28-08-2018 02:05:56.000               0.106000                2.82500                1.60900
28-08-2018 02:06:12.000               0.493000                3.06800               0.686000
28-08-2018 02:06:28.000               0.650000                3.15400              -0.433000
28-08-2018 02:06:44.000               0.826000                3.22900              -0.367000
28-08-2018 02:07:00.000               0.766000                3.37100              -0.461000
28-08-2018 02:07:16.000               0.776000                3.33400              -0.451000
28-08-2018 02:07:32.000               0.701000                3.34200              -0.211000
28-08-2018 02:07:48.000               0.818000                3.38500              -0.339000
28-08-2018 02:08:04.000               0.774000                3.41400              -0.206000
28-08-2018 02:08:20.000               0.567000                3.51800              0.0290000
28-08-2018 02:08:36.000               0.509000                3.51100             -0.0650000
28-08-2018 02:08:52.000               0.674000                3.38200              -0.130000
28-08-2018 02:09:08.000               0.699000                3.37300              -0.130000
28-08-2018 02:09:24.000               0.642000                3.41000              -0.348000
28-08-2018 02:09:40.000               0.937000                3.26300              -0.714000
28-08-2018 02:09:56.000               0.370000                3.35800              -0.367000
28-08-2018 02:10:12.000              -0.570000                3.44700              0.0580000
28-08-2018 02:10:28.000              -0.360000                3.45300               0.266000
28-08-2018 02:10:44.000              -0.610000                3.38400              -0.303000
28-08-2018 02:11:00.000              -0.946000                3.26500               0.186000
28-08-2018 02:11:16.000               -1.04600                3.19900               0.171000
28-08-2018 02:11:32.000               -1.25500                3.12200              0.0840000
28-08-2018 02:11:48.000               -1.43000                3.19700              -0.487000
28-08-2018 02:12:04.000               -1.06800                3.35300              -0.149000
28-08-2018 02:12:20.000              -0.814000                3.40300              -0.195000
28-08-2018 02:12:36.000               -1.00200                3.39900             -0.0280000
28-08-2018 02:12:52.000               -1.41400                3.12100               0.303000
28-08-2018 02:13:08.000              -0.881000                3.30200               0.235000
28-08-2018 02:13:24.000              -0.371000                3.35200               0.109000
28-08-2018 02:13:40.000              -0.371000                3.21700               0.305000
28-08-2018 02:13:56.000              -0.806000                3.26600               0.323000
28-08-2018 02:14:12.000               -1.22500                3.25700               0.472000
28-08-2018 02:14:28.000               -1.85500                3.04900               0.855000
28-08-2018 02:14:44.000               -1.64800                3.33100               0.804000
28-08-2018 02:15:00.000               -1.89100                2.90000                1.21000
28-08-2018 02:15:16.000               -2.12800                2.54900                1.47000
28-08-2018 02:15:32.000               -2.22200                2.41700                1.70300
28-08-2018 02:15:48.000               -2.05100                2.31500                1.66000
28-08-2018 02:16:04.000               -2.66700                1.77200                1.70300
28-08-2018 02:16:20.000               -2.88100                1.27200                1.78100
28-08-2018 02:16:36.000               -2.51200              -0.629000                2.51200
28-08-2018 02:16:52.000               -2.73800              -0.890000                2.42400
28-08-2018 02:17:08.000               -3.04500             -0.0800000                2.18400
28-08-2018 02:17:24.000               -3.11000               0.311000                2.02800
28-08-2018 02:17:40.000               -2.84700               0.807000                1.85800
28-08-2018 02:17:56.000               -1.36000                3.08500               0.319000
28-08-2018 02:18:12.000               -1.22700                2.75200               0.836000
28-08-2018 02:18:28.000               -1.35100                2.57900               0.966000
28-08-2018 02:18:44.000               -1.60400                2.31200                1.20700
28-08-2018 02:19:00.000               -2.41000                1.06000                1.81500
28-08-2018 02:19:16.000               -2.50200                1.03000                1.89600
28-08-2018 02:19:32.000               -2.63600               0.828000                1.91700
28-08-2018 02:19:48.000               -2.66800               0.839000                1.76100
28-08-2018 02:20:04.000               -2.40600                2.18700                1.29200
28-08-2018 02:20:20.000               -2.13300                2.12500                1.20900
28-08-2018 02:20:36.000               -1.13600                1.89000               0.803000
28-08-2018 02:20:52.000              -0.982000                2.18100               0.834000
28-08-2018 02:21:08.000              -0.833000                2.08600               0.492000
28-08-2018 02:21:24.000              -0.959000                1.79200               0.750000
28-08-2018 02:21:40.000               -1.07300                1.63900                1.04200
28-08-2018 02:21:56.000               -1.22600                1.73800                1.47600
28-08-2018 02:22:12.000               -1.28400                1.87700                1.10900
28-08-2018 02:22:28.000               -1.27700                1.95300               0.925000
28-08-2018 02:22:44.000               -1.04100                1.62900                1.28400
28-08-2018 02:23:00.000              -0.233000                1.33900                1.61500
28-08-2018 02:23:16.000               0.815000                1.17000                2.12000
28-08-2018 02:23:32.000               0.938000                1.39000                2.08800
28-08-2018 02:23:48.000                1.11900                1.40300                2.05100
28-08-2018 02:24:04.000                1.25000                1.59700                1.74300
28-08-2018 02:24:20.000              -0.630000                2.03600                1.64300
28-08-2018 02:24:36.000               -1.57500                2.28100                1.65100
28-08-2018 02:24:52.000               -1.45200                2.35300                1.55300
28-08-2018 02:25:08.000               -1.45100                2.36700                1.56000
28-08-2018 02:25:24.000               -1.47100                2.18800                1.52900
28-08-2018 02:25:40.000              -0.227000                2.38800                1.57100
28-08-2018 02:25:56.000               0.712000                2.55800                1.46000
28-08-2018 02:26:12.000               0.984000                2.82900                1.45600
28-08-2018 02:26:28.000               0.761000                2.78400                1.48700
28-08-2018 02:26:44.000               0.853000                2.80900                1.47000
28-08-2018 02:27:00.000               0.901000                2.91400                1.31700
28-08-2018 02:27:16.000               0.771000                2.84700                1.29400
28-08-2018 02:27:32.000               0.645000                2.78000                1.18700
28-08-2018 02:27:48.000               0.284000                2.56600                1.27800
28-08-2018 02:28:04.000               0.517000                3.11600                1.32800
28-08-2018 02:28:20.000             -0.0800000                2.63700                1.56600
28-08-2018 02:28:36.000              -0.163000                2.48000                1.63300
28-08-2018 02:28:52.000             -0.0370000                2.91600                1.49200
28-08-2018 02:29:08.000              0.0930000                3.07400                1.33300
28-08-2018 02:29:24.000               0.150000                3.07800                1.37100
28-08-2018 02:29:40.000              -0.728000                2.64100                1.40000
28-08-2018 02:29:56.000               -2.64700                1.59000                1.11200
28-08-2018 02:30:12.000               -3.34100               0.975000               0.885000
28-08-2018 02:30:28.000               -3.43300               0.980000               0.998000
28-08-2018 02:30:44.000               -3.38900               0.853000               0.876000
28-08-2018 02:31:00.000               -3.42900               0.968000               0.733000
28-08-2018 02:31:16.000               -3.37800               0.895000               0.894000
28-08-2018 02:31:32.000               -3.28800                1.10100                1.09900
28-08-2018 02:31:48.000               -3.31600                1.17900                1.16000
28-08-2018 02:32:04.000               -3.23400               0.982000                1.20100
28-08-2018 02:32:20.000               -3.18900                1.10900                1.13200
28-08-2018 02:32:36.000               -3.08700                1.30500               0.849000
28-08-2018 02:32:52.000               -2.98200                1.20400               0.906000
28-08-2018 02:33:08.000               -3.21000                1.01500                1.10200
28-08-2018 02:33:24.000               -3.26300                1.13700                1.22200
28-08-2018 02:33:40.000               -3.24300                1.14300                1.19000
28-08-2018 02:33:56.000               -3.24700                1.13900                1.12200
28-08-2018 02:34:12.000               -3.32200                1.22100                1.17900
28-08-2018 02:34:28.000               -3.38500                1.16100                1.25400
28-08-2018 02:34:44.000               -3.20700                1.02200                1.38200
28-08-2018 02:35:00.000               -3.11300               0.960000                1.31400
28-08-2018 02:35:16.000               -3.28700                1.19400                1.25400
28-08-2018 02:35:32.000               -3.31800                1.30800                1.32800
28-08-2018 02:35:48.000               -3.43100                1.29500                1.41200
28-08-2018 02:36:04.000               -3.47000                1.32500                1.49000
28-08-2018 02:36:20.000               -3.44000                1.43000                1.51100
28-08-2018 02:36:36.000               -3.38000                1.11900                1.38200
28-08-2018 02:36:52.000               -3.34800                1.00700                1.15700
28-08-2018 02:37:08.000               -3.11400                1.01000                1.61100
28-08-2018 02:37:24.000               -3.13800               0.836000                1.30100
28-08-2018 02:37:40.000               -2.97400               0.851000                1.33100
28-08-2018 02:37:56.000               -3.09700               0.889000                1.53500
28-08-2018 02:38:12.000               -2.69100                1.43700                1.31900
28-08-2018 02:38:28.000               -2.98900               0.463000               0.885000
28-08-2018 02:38:44.000               -2.88000               0.374000               0.950000
28-08-2018 02:39:00.000               -2.73200               0.497000                1.09100
28-08-2018 02:39:16.000               -2.75000               0.315000                1.09700
28-08-2018 02:39:32.000               -2.82700              -0.114000               0.948000
28-08-2018 02:39:48.000               -2.76000             -0.0760000                1.06200
28-08-2018 02:40:04.000               -2.72700             -0.0640000                1.02800
28-08-2018 02:40:20.000               -2.78700             -0.0340000                1.15000
28-08-2018 02:40:36.000               -2.64200               0.147000                1.32800
28-08-2018 02:40:52.000               -2.82100               0.167000                1.50000
28-08-2018 02:41:08.000               -2.80500              -0.180000                1.34500
28-08-2018 02:41:24.000               -2.77500              -0.230000                1.16700
28-08-2018 02:41:40.000               -2.78700               0.368000                1.42400
28-08-2018 02:41:56.000               -2.64000                1.13600                1.50400
28-08-2018 02:42:12.000               -2.87000               0.939000                1.41300
28-08-2018 02:42:28.000               -2.74400               0.737000                1.65300
28-08-2018 02:42:44.000               -2.67100               0.348000                1.68600
28-08-2018 02:43:00.000               -2.55700                1.61700                1.32300
28-08-2018 02:43:16.000               -2.32700                2.48100               0.977000
28-08-2018 02:43:32.000               -2.25300                2.42900                1.03400
28-08-2018 02:43:48.000               -2.34500                2.26500                1.06800
28-08-2018 02:44:04.000               -2.23700                1.82900                1.11100
28-08-2018 02:44:20.000               -2.10100                1.68900                1.05500
28-08-2018 02:44:36.000               -2.04600                1.74800                1.01400
28-08-2018 02:44:52.000               -2.13900                1.74100                1.23400
28-08-2018 02:45:08.000               -2.61300                1.57600                1.62700
28-08-2018 02:45:24.000               -2.49600                1.48800                1.60100
28-08-2018 02:45:40.000               -2.20100                1.50800                1.47100
28-08-2018 02:45:56.000               -1.98000                1.96400                1.37500
28-08-2018 02:46:12.000               -2.21600                1.77500                1.40400
28-08-2018 02:46:28.000               -2.22300                1.70000                1.31300
28-08-2018 02:46:44.000               -2.21000                1.63300                1.26700
28-08-2018 02:47:00.000               -2.12500                1.83500                1.22200
28-08-2018 02:47:16.000               -2.06600                1.97900                1.22300
28-08-2018 02:47:32.000               -2.02600                2.00200                1.27000
28-08-2018 02:47:48.000               -2.01900                1.92000                1.19300
28-08-2018 02:48:04.000               -1.90300                2.06800                1.22600
28-08-2018 02:48:20.000               -1.85900                2.16300                1.15000
28-08-2018 02:48:36.000               -1.93100                2.41000                1.15100
28-08-2018 02:48:52.000               -1.43600                2.39400                1.04700
28-08-2018 02:49:08.000               -1.33400                2.35200               0.970000
28-08-2018 02:49:24.000               -1.22300                2.44200                1.02100
28-08-2018 02:49:40.000               -1.05700                2.42800                1.19100
28-08-2018 02:49:56.000               -1.07400                2.35700                1.30900
28-08-2018 02:50:12.000              -0.488000                2.57600                1.35900
28-08-2018 02:50:28.000              -0.693000                2.60200                1.33700
28-08-2018 02:50:44.000              -0.895000                2.61200                1.48700
28-08-2018 02:51:00.000              -0.884000                2.74800                1.29600
28-08-2018 02:51:16.000              -0.916000                2.48400                1.60300
28-08-2018 02:51:32.000               -1.04900                2.30400                1.69200
28-08-2018 02:51:48.000              -0.832000                2.43400                1.57800
28-08-2018 02:52:04.000              -0.688000                2.33200                1.84100
28-08-2018 02:52:20.000              -0.681000                2.57700                1.52200
28-08-2018 02:52:36.000               -1.09500                2.40900                1.38100
28-08-2018 02:52:52.000               -1.28500                2.16400                1.52200
28-08-2018 02:53:08.000               -1.25600                2.03300                1.49200
28-08-2018 02:53:24.000               -1.25300                1.66400                1.67000
28-08-2018 02:53:40.000               -1.03100                1.87500                1.62300
28-08-2018 02:53:56.000               -1.12600                1.74700                1.64300
28-08-2018 02:54:12.000               -2.27700               0.796000                1.18000
28-08-2018 02:54:28.000               -2.42800               0.983000                1.95500
28-08-2018 02:54:44.000               -2.53200               0.904000                1.76000
28-08-2018 02:55:00.000               -2.72800               0.474000                1.64800
28-08-2018 02:55:16.000               -2.80900            -0.00500000                1.63900
28-08-2018 02:55:32.000               -2.50400                1.42600                1.05300
28-08-2018 02:55:48.000               -1.95100                1.55200                1.68700
28-08-2018 02:56:04.000               -1.82400                1.70100                1.55400
28-08-2018 02:56:20.000               -2.22900                1.50900                1.74700
28-08-2018 02:56:36.000               -2.22400                1.61500                1.45100
28-08-2018 02:56:52.000               -2.09700                1.51500                1.35900
28-08-2018 02:57:08.000               -2.20800                1.39100                1.34400
28-08-2018 02:57:24.000               -2.35400                1.30200                1.50700
28-08-2018 02:57:40.000               -2.52300                1.14800                1.43900
28-08-2018 02:57:56.000               -2.49900                1.21100                1.43300
28-08-2018 02:58:12.000               -2.34700                1.16400                1.57100
