#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     TITLE                           ACE> Magnetometer Parameters
#     PROJECT                         ISTP>International Solar-Terrestrial Physics
#     DISCIPLINE                      Space Physics>Interplanetary Studies
#     SOURCE_NAME                     AC>Advanced Composition Explorer
#     DATA_TYPE                       H0>16-Sec Level 2 Data
#     DESCRIPTOR                      MAG>ACE Magnetic Field Instrument
#     DATA_VERSION                    7
#     GENERATED_BY                    ACE Science Center
#     GENERATION_DATE                 2019036
#     LINK_TEXT                       Release notes and other info available at
#     LINK_TITLE                      the ACE Science Center Level 2 Data website
#     HTTP_LINK                       http://www.srl.caltech.edu/ACE/ASC/level2/index.html
#     TEXT                            MAG - ACE Magnetic Field Experiment
#                                     References: http://www.srl.caltech.edu/ACE/
#                                     The quality of ACE level 2 data is such that it is suitable for serious
#                                     scientific study.  However, to avoid confusion and misunderstanding, it
#                                     is recommended that users consult with the appropriate ACE team members
#                                     before publishing work derived from the data. The ACE team has worked
#                                     hard to ensure that the level 2 data are free from errors, but the team
#                                     cannot accept responsibility for erroneous data, or for misunderstandings
#                                     about how the data may be used. This is especially true if the appropriate
#                                     ACE team members are not consulted before publication. At the very
#                                     least, preprints should be forwarded to the ACE team before publication.
#     MODS                            Initial Release 9/7/01
#                                     12/04/02: Fixed description of Epoch time variable.
#     ADID_REF                        NSSD0327
#     LOGICAL_FILE_ID                 ac_h0_mfi_00000000_v01
#     LOGICAL_SOURCE                  AC_H0_MFI
#     LOGICAL_SOURCE_DESCRIPTION      H0 - ACE Magnetic Field 16-Second Level 2 Data
#     PI_NAME                         N. Ness
#     PI_AFFILIATION                  Bartol Research Institute
#     MISSION_GROUP                   ACE
#                                     !___Interplanetary Data near 1 AU
#     INSTRUMENT_TYPE                 Magnetic Fields (space)
#     TIME_RESOLUTION                 16 second
#     WEB_SITE                        http://www.srl.caltech.edu/ACE/
#     ACKNOWLEDGEMENT                 Please acknowledge the Principal
#                                     Investigator, N. Ness of Bartol Research
#                                     Institute
#     RULES_OF_USE                    See the rules of use available from the ACE
#                                     Science Center at:
#                                     http://www.srl.caltech.edu/ACE/ASC/level2/policy_lvl2.html
#     ALT_LOGICAL_SOURCE              ACE_MAG_Solar-Wind-Magnetic-Field-Level2-H0_16sec_cdf
#     SPASE_DATASETRESOURCEID         spase://NASA/NumericalData/ACE/MAG/L2/PT16S
#     CDAWEB_PARENTS                  ac_h0_mfi_00000000_v01
#                                     ac_h0_mfi_20180825_v07, ac_h0_mfi_20180826_v07
#                                     ac_h0_mfi_20180827_v07, ac_h0_mfi_20180828_v07
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Time, beginning of interval
#  2. Magnetic field vector in GSM coordinates (16 sec)
#
EPOCH                                 BX_(GSM)               BY_(GSM)               BZ_(GSM)
                              (@_x_component_)       (@_y_component_)       (@_z_component_)
dd-mm-yyyy hh:mm:ss.ms                      nT                     nT                     nT
25-08-2018 00:00:04.000                2.16500               -4.18100                2.23600
25-08-2018 00:00:20.000                2.16600               -4.29400                2.01000
25-08-2018 00:00:36.000                2.01000               -4.38600                1.62800
25-08-2018 00:00:52.000                2.20700               -4.29100                1.72000
25-08-2018 00:01:08.000                2.16200               -4.36500                1.61500
25-08-2018 00:01:24.000                2.20100               -4.26800                1.70500
25-08-2018 00:01:40.000                2.22200               -4.31200                1.67700
25-08-2018 00:01:56.000                2.15600               -4.35300                1.67200
25-08-2018 00:02:12.000                2.11400               -4.34300                1.69900
25-08-2018 00:02:28.000                2.16300               -4.34300                1.65500
25-08-2018 00:02:44.000                2.02500               -4.43900                1.60800
25-08-2018 00:03:00.000                2.02300               -4.39700                1.66900
25-08-2018 00:03:16.000                2.19700               -4.45200                1.68400
25-08-2018 00:03:32.000                2.20800               -4.46200                1.68000
25-08-2018 00:03:48.000                2.26500               -4.53600                1.73400
25-08-2018 00:04:04.000                2.19700               -4.56200                1.67000
25-08-2018 00:04:20.000                2.20700               -4.52400                1.61300
25-08-2018 00:04:36.000                2.04300               -4.53800                1.43900
25-08-2018 00:04:52.000                2.11500               -4.50400                1.46600
25-08-2018 00:05:08.000                2.09900               -4.56000                1.57100
25-08-2018 00:05:24.000                2.11300               -4.55200                1.71300
25-08-2018 00:05:40.000                2.12600               -4.62000                1.68700
25-08-2018 00:05:56.000                2.06300               -4.61800                1.62500
25-08-2018 00:06:12.000                2.14300               -4.54900                1.71800
25-08-2018 00:06:28.000                2.11000               -4.63000                1.63200
25-08-2018 00:06:44.000                2.09700               -4.62200                1.65600
25-08-2018 00:07:00.000                2.09500               -4.67800                1.38100
25-08-2018 00:07:16.000                2.18100               -4.71800                1.45600
25-08-2018 00:07:32.000                2.23900               -4.79800                1.59800
25-08-2018 00:07:48.000                2.26200               -4.76800                1.72400
25-08-2018 00:08:04.000                2.25300               -4.73200                1.71400
25-08-2018 00:08:20.000                2.30600               -4.67200                1.65600
25-08-2018 00:08:36.000                2.20800               -4.69800                1.73200
25-08-2018 00:08:52.000                2.29300               -4.74800                1.71600
25-08-2018 00:09:08.000                2.28600               -4.69500                1.68300
25-08-2018 00:09:24.000                2.29000               -4.67600                1.74900
25-08-2018 00:09:40.000                2.31600               -4.63200                1.66400
25-08-2018 00:09:56.000                2.26900               -4.59200                1.58900
25-08-2018 00:10:12.000                2.16400               -4.68900                1.79800
25-08-2018 00:10:28.000                1.74000               -4.63000                2.46700
25-08-2018 00:10:44.000                1.78900               -4.71100                2.43300
25-08-2018 00:11:00.000                1.75500               -4.78300                2.53900
25-08-2018 00:11:16.000                1.72700               -4.77300                2.57400
25-08-2018 00:11:32.000                1.79900               -4.70700                2.61600
25-08-2018 00:11:48.000                1.82400               -4.76400                2.59400
25-08-2018 00:12:04.000                1.80900               -4.79200                2.49300
25-08-2018 00:12:20.000                1.90000               -4.73200                2.45800
25-08-2018 00:12:36.000                1.89000               -4.78700                2.53900
25-08-2018 00:12:52.000                1.87100               -4.82700                2.51300
25-08-2018 00:13:08.000                1.91900               -4.83500                2.52300
25-08-2018 00:13:24.000                1.74800               -4.87700                2.54700
25-08-2018 00:13:40.000                1.91700               -4.78900                2.54100
25-08-2018 00:13:56.000                1.91600               -4.80400                2.58300
25-08-2018 00:14:12.000                1.90000               -4.85800                2.51400
25-08-2018 00:14:28.000                1.78300               -4.69200                2.65200
25-08-2018 00:14:44.000                1.89400               -4.84000                2.50900
25-08-2018 00:15:00.000                1.92200               -4.88600                2.52200
25-08-2018 00:15:16.000                1.90600               -4.85400                2.53500
25-08-2018 00:15:32.000                2.04600               -4.88600                2.49200
25-08-2018 00:15:48.000                2.01000               -4.94000                2.48200
25-08-2018 00:16:04.000                1.98800               -4.89300                2.55800
25-08-2018 00:16:20.000                2.02100               -4.86600                2.61100
25-08-2018 00:16:36.000                1.93300               -4.86000                2.61100
25-08-2018 00:16:52.000                1.94200               -4.86100                2.62700
25-08-2018 00:17:08.000                1.99000               -4.90800                2.63000
25-08-2018 00:17:24.000                1.93300               -4.90200                2.67900
25-08-2018 00:17:40.000                1.82500               -4.95900                2.67300
25-08-2018 00:17:56.000                1.83100               -5.07300                2.52100
25-08-2018 00:18:12.000                1.91800               -5.09400                2.48300
25-08-2018 00:18:28.000                1.91600               -5.07200                2.51200
25-08-2018 00:18:44.000                1.95500               -5.12300                2.46800
25-08-2018 00:19:00.000                1.99400               -5.04000                2.37000
25-08-2018 00:19:16.000                2.01200               -5.07400                2.30700
25-08-2018 00:19:32.000                2.04600               -5.09900                2.34700
25-08-2018 00:19:48.000                2.02800               -5.07500                2.26600
25-08-2018 00:20:04.000                1.87300               -5.09400                2.27800
25-08-2018 00:20:20.000                1.96000               -5.11000                2.23700
25-08-2018 00:20:36.000                1.92300               -5.07100                2.16500
25-08-2018 00:20:52.000                1.94000               -5.04400                2.19200
25-08-2018 00:21:08.000                1.93700               -5.04900                2.16200
25-08-2018 00:21:24.000                1.91900               -5.01800                2.17500
25-08-2018 00:21:40.000                1.88600               -5.01900                2.13400
25-08-2018 00:21:56.000                1.90800               -5.14000                2.17000
25-08-2018 00:22:12.000                1.98600               -5.10000                2.35100
25-08-2018 00:22:28.000                1.95700               -5.17000                2.33300
25-08-2018 00:22:44.000                1.97400               -5.20500                2.24700
25-08-2018 00:23:00.000                1.93300               -5.17300                2.20300
25-08-2018 00:23:16.000                1.92600               -5.18900                2.18900
25-08-2018 00:23:32.000                2.05400               -5.15100                2.19300
25-08-2018 00:23:48.000                1.98900               -5.08500                2.24200
25-08-2018 00:24:04.000                1.85500               -5.14500                2.31100
25-08-2018 00:24:20.000                1.90300               -5.17000                2.18300
25-08-2018 00:24:36.000                1.90700               -5.16400                2.18700
25-08-2018 00:24:52.000                1.95700               -5.23700                2.08400
25-08-2018 00:25:08.000                1.90800               -5.17600                2.21700
25-08-2018 00:25:24.000                1.95200               -5.12000                2.25400
25-08-2018 00:25:40.000                1.88300               -5.18800                2.26100
25-08-2018 00:25:56.000                1.82200               -5.24700                2.11000
25-08-2018 00:26:12.000                1.78200               -5.27300                2.10800
25-08-2018 00:26:28.000                1.98600               -5.15200                2.25500
25-08-2018 00:26:44.000                1.93900               -5.07500                2.39700
25-08-2018 00:27:00.000                1.99700               -5.08600                2.39600
25-08-2018 00:27:16.000                2.00700               -5.08100                2.37900
25-08-2018 00:27:32.000                2.01700               -5.06500                2.35600
25-08-2018 00:27:48.000                2.17700               -4.99800                2.35700
25-08-2018 00:28:04.000                2.04600               -5.17100                2.11000
25-08-2018 00:28:20.000                1.99100               -5.10900                2.20900
25-08-2018 00:28:36.000                2.41100               -4.86700                2.43200
25-08-2018 00:28:52.000                2.51200               -4.92500                2.25100
25-08-2018 00:29:08.000                2.45600               -4.86100                2.37200
25-08-2018 00:29:24.000                2.39600               -4.88800                2.44000
25-08-2018 00:29:40.000                2.49700               -4.77700                2.56100
25-08-2018 00:29:56.000                2.44200               -4.77700                2.56000
25-08-2018 00:30:12.000                2.27200               -4.99000                2.36000
25-08-2018 00:30:28.000                2.23700               -5.03400                2.28300
25-08-2018 00:30:44.000                2.14900               -5.10100                2.15300
25-08-2018 00:31:00.000                2.19200               -5.09000                2.21700
25-08-2018 00:31:16.000                2.19800               -5.05300                2.24400
25-08-2018 00:31:32.000                2.33300               -4.94400                2.33000
25-08-2018 00:31:48.000                2.38700               -5.00000                2.23900
25-08-2018 00:32:04.000                2.34600               -5.00400                2.19800
25-08-2018 00:32:20.000                2.28500               -5.00600                2.27800
25-08-2018 00:32:36.000                2.27700               -5.02200                2.30600
25-08-2018 00:32:52.000                2.23600               -5.00200                2.33100
25-08-2018 00:33:08.000                2.34300               -4.88300                2.46100
25-08-2018 00:33:24.000                2.38200               -4.87200                2.51200
25-08-2018 00:33:40.000                2.37600               -4.84100                2.48200
25-08-2018 00:33:56.000                2.39300               -4.88100                2.40900
25-08-2018 00:34:12.000                2.26100               -4.94500                2.29200
25-08-2018 00:34:28.000                2.22100               -4.96700                2.19500
25-08-2018 00:34:44.000                2.25100               -5.01700                2.08100
25-08-2018 00:35:00.000                2.37500               -4.88800                2.16900
25-08-2018 00:35:16.000                2.38900               -4.87400                2.05400
25-08-2018 00:35:32.000                2.18100               -5.06200                1.88300
25-08-2018 00:35:48.000                2.19400               -5.12100                1.77600
25-08-2018 00:36:04.000                2.14600               -5.16400                1.76300
25-08-2018 00:36:20.000                2.09000               -5.27800                1.62500
25-08-2018 00:36:36.000                2.03700               -5.27100                1.67800
25-08-2018 00:36:52.000                2.01500               -5.20000                1.70700
25-08-2018 00:37:08.000                2.05100               -5.23000                1.67900
25-08-2018 00:37:24.000                2.10800               -5.29900                1.66000
25-08-2018 00:37:40.000                2.18500               -5.25500                1.70100
25-08-2018 00:37:56.000                2.05800               -5.27800                1.75000
25-08-2018 00:38:12.000                2.01500               -5.25400                1.72600
25-08-2018 00:38:28.000                2.07100               -5.16400                1.81600
25-08-2018 00:38:44.000                2.04600               -5.21700                1.75100
25-08-2018 00:39:00.000                2.05200               -5.25000                1.72300
25-08-2018 00:39:16.000                1.99700               -5.21100                1.71300
25-08-2018 00:39:32.000                1.94400               -5.17400                1.60600
25-08-2018 00:39:48.000                2.02300               -5.21000                1.74100
25-08-2018 00:40:04.000                2.05900               -5.17900                1.79700
25-08-2018 00:40:20.000                2.12600               -5.18900                1.71200
25-08-2018 00:40:36.000                1.98900               -5.18100                1.79900
25-08-2018 00:40:52.000                2.11200               -5.07700                1.96800
25-08-2018 00:41:08.000                2.05400               -5.11800                1.88800
25-08-2018 00:41:24.000                2.01000               -5.15500                1.89500
25-08-2018 00:41:40.000                2.28900               -4.99300                2.09600
25-08-2018 00:41:56.000                2.47700               -4.90500                2.24800
25-08-2018 00:42:12.000                2.35700               -4.96200                2.19600
25-08-2018 00:42:28.000                2.27100               -5.03300                2.18100
25-08-2018 00:42:44.000                2.33000               -5.00500                2.17600
25-08-2018 00:43:00.000                2.34800               -4.95900                2.18300
25-08-2018 00:43:16.000                2.26100               -4.99100                2.11100
25-08-2018 00:43:32.000                2.34200               -4.92600                2.16800
25-08-2018 00:43:48.000                2.33900               -4.88500                2.22500
25-08-2018 00:44:04.000                2.49800               -4.92700                2.13200
25-08-2018 00:44:20.000                2.54700               -4.84000                2.20300
25-08-2018 00:44:36.000                2.35700               -4.92900                1.92100
25-08-2018 00:44:52.000                2.08500               -5.00600                1.29600
25-08-2018 00:45:08.000                2.23500               -5.02100                1.46900
25-08-2018 00:45:24.000                2.26200               -5.00000                1.51100
25-08-2018 00:45:40.000                2.12500               -5.05300                1.55700
25-08-2018 00:45:56.000                2.12300               -5.04700                1.54300
25-08-2018 00:46:12.000                2.04000               -5.07300                1.60600
25-08-2018 00:46:28.000                2.00200               -4.95900                1.69900
25-08-2018 00:46:44.000                2.06200               -4.92200                1.69100
25-08-2018 00:47:00.000                2.01500               -4.90800                1.75200
25-08-2018 00:47:16.000                2.05000               -4.86400                1.75400
25-08-2018 00:47:32.000                2.05100               -4.75000                1.81500
25-08-2018 00:47:48.000                1.91500               -4.78500                1.85700
25-08-2018 00:48:04.000                1.84600               -4.76100                1.93500
25-08-2018 00:48:20.000                1.91600               -4.74200                1.87700
25-08-2018 00:48:36.000                1.98000               -4.72500                1.95500
25-08-2018 00:48:52.000                1.94900               -4.74800                1.97400
25-08-2018 00:49:08.000                2.04100               -4.66400                1.86700
25-08-2018 00:49:24.000                2.10800               -4.71100                1.84800
25-08-2018 00:49:40.000                2.08200               -4.75100                1.87800
25-08-2018 00:49:56.000                2.07100               -4.70900                1.74800
25-08-2018 00:50:12.000                2.18800               -4.55900                1.82000
25-08-2018 00:50:28.000                2.04600               -4.80700                1.47900
25-08-2018 00:50:44.000                1.97800               -4.90900                1.34300
25-08-2018 00:51:00.000                1.97100               -5.00800                1.09300
25-08-2018 00:51:16.000                1.96500               -5.08500               0.966000
25-08-2018 00:51:32.000                1.95700               -5.04100                1.06500
25-08-2018 00:51:48.000                1.98800               -5.01900                1.25100
25-08-2018 00:52:04.000                1.95200               -4.98600                1.04800
25-08-2018 00:52:20.000                1.84600               -4.95600                1.12000
25-08-2018 00:52:36.000                1.90400               -5.01800                1.07700
25-08-2018 00:52:52.000                1.93700               -5.03700                1.08300
25-08-2018 00:53:08.000                1.74900               -5.11100                1.04900
25-08-2018 00:53:24.000                1.89600               -5.04400                1.10400
25-08-2018 00:53:40.000                1.93000               -4.95300                1.07000
25-08-2018 00:53:56.000                2.14100               -4.69400                1.38500
25-08-2018 00:54:12.000                2.13500               -4.63600                1.60900
25-08-2018 00:54:28.000                2.20000               -4.53200                1.77300
25-08-2018 00:54:44.000                2.21600               -4.57200                1.94300
25-08-2018 00:55:00.000                2.13800               -4.71400                1.52600
25-08-2018 00:55:16.000                2.08100               -4.73200                1.41200
25-08-2018 00:55:32.000                2.20400               -4.47500                1.97900
25-08-2018 00:55:48.000                2.07700               -4.72500                1.59000
25-08-2018 00:56:04.000                2.05900               -4.63400                1.80600
25-08-2018 00:56:20.000                2.10000               -4.61100                1.87600
25-08-2018 00:56:36.000                2.08600               -4.66300                1.80900
25-08-2018 00:56:52.000                2.33000               -4.60000                1.39800
25-08-2018 00:57:08.000                2.13000               -4.66000                1.51400
25-08-2018 00:57:24.000                2.21900               -4.79100               0.823000
25-08-2018 00:57:40.000                2.08600               -4.85900               0.829000
25-08-2018 00:57:56.000                2.04600               -4.81500               0.430000
25-08-2018 00:58:12.000                1.96600               -4.81100               0.946000
25-08-2018 00:58:28.000                2.34100               -4.39300                1.21200
25-08-2018 00:58:44.000                1.98900               -4.73900               0.800000
25-08-2018 00:59:00.000                2.13200               -4.55500                1.03300
25-08-2018 00:59:16.000                2.26600               -4.35900                1.44200
25-08-2018 00:59:32.000                1.83500               -4.83200               0.578000
25-08-2018 00:59:48.000                2.10700               -4.85900               0.573000
25-08-2018 01:00:04.000                2.12400               -4.65700                1.03300
25-08-2018 01:00:20.000                2.11900               -4.53300                1.21500
25-08-2018 01:00:36.000                2.13000               -4.58200                1.16400
25-08-2018 01:00:52.000                2.11800               -4.64100                1.02400
25-08-2018 01:01:08.000                2.19600               -4.68000               0.968000
25-08-2018 01:01:24.000                1.96200               -4.74200               0.871000
25-08-2018 01:01:40.000                1.63100               -4.90000               0.667000
25-08-2018 01:01:56.000                1.52700               -5.00700               0.596000
25-08-2018 01:02:12.000                1.42900               -5.03900               0.374000
25-08-2018 01:02:28.000                1.36200               -5.06900               0.218000
25-08-2018 01:02:44.000                1.86900               -4.82400               0.798000
25-08-2018 01:03:00.000                2.40100               -4.75300                1.18300
25-08-2018 01:03:16.000                2.21500               -4.90500                1.12000
25-08-2018 01:03:32.000                2.04500               -4.91800                1.13900
25-08-2018 01:03:48.000                2.05700               -4.74100               0.938000
25-08-2018 01:04:04.000                1.95200               -4.78500               0.717000
25-08-2018 01:04:20.000                1.85400               -4.91700               0.565000
25-08-2018 01:04:36.000                1.83000               -4.97000               0.477000
25-08-2018 01:04:52.000                1.89000               -5.11500               0.390000
25-08-2018 01:05:08.000                2.48000               -4.86100                1.11800
25-08-2018 01:05:24.000                1.81400               -5.15700               0.620000
25-08-2018 01:05:40.000                2.34400               -4.90200                1.30600
25-08-2018 01:05:56.000                2.41800               -5.04600               0.639000
25-08-2018 01:06:12.000                2.28100               -5.06100               0.645000
25-08-2018 01:06:28.000                2.27000               -4.98900               0.987000
25-08-2018 01:06:44.000                2.31900               -5.01100               0.762000
25-08-2018 01:07:00.000                2.32700               -4.98700               0.641000
25-08-2018 01:07:16.000                2.25900               -4.93400               0.838000
25-08-2018 01:07:32.000                2.26500               -4.90900               0.872000
25-08-2018 01:07:48.000                2.25000               -4.87600               0.935000
25-08-2018 01:08:04.000                2.26500               -4.94600               0.982000
25-08-2018 01:08:20.000                2.19900               -4.93300                1.05000
25-08-2018 01:08:36.000                2.34400               -4.84400               0.913000
25-08-2018 01:08:52.000                2.32600               -4.82100               0.996000
25-08-2018 01:09:08.000                2.34500               -4.79200                1.03800
25-08-2018 01:09:24.000                2.28100               -4.73500                1.08500
25-08-2018 01:09:40.000                2.40400               -4.73200                1.09100
25-08-2018 01:09:56.000                2.40100               -4.72200                1.04100
25-08-2018 01:10:12.000                2.35100               -4.71700                1.09000
25-08-2018 01:10:28.000                2.19400               -4.77100                1.06100
25-08-2018 01:10:44.000                2.22700               -4.76400                1.03700
25-08-2018 01:11:00.000                2.12500               -4.82500                1.07500
25-08-2018 01:11:16.000                2.17700               -4.85900                1.09300
25-08-2018 01:11:32.000                2.14900               -4.83900                1.09100
25-08-2018 01:11:48.000                2.17100               -4.83200                1.22500
25-08-2018 01:12:04.000                2.22200               -4.87200                1.10200
25-08-2018 01:12:20.000                2.20400               -4.82700                1.04500
25-08-2018 01:12:36.000                2.18100               -4.89800               0.956000
25-08-2018 01:12:52.000                2.07600               -4.99900               0.782000
25-08-2018 01:13:08.000                2.14200               -4.91900               0.732000
25-08-2018 01:13:24.000                1.94300               -4.98000               0.880000
25-08-2018 01:13:40.000                1.95400               -5.02100               0.778000
25-08-2018 01:13:56.000                1.72800               -5.00800               0.756000
25-08-2018 01:14:12.000                3.22100               -3.45800                2.33300
25-08-2018 01:14:28.000                3.33500               -3.24400                2.33900
25-08-2018 01:14:44.000                3.38100               -3.22700                2.23000
25-08-2018 01:15:00.000                3.29200               -2.98700                2.45400
25-08-2018 01:15:16.000                3.40000               -3.04800                2.21700
25-08-2018 01:15:32.000                3.50900               -2.97800                2.16100
25-08-2018 01:15:48.000                3.77800               -2.48400                2.42600
25-08-2018 01:16:04.000                4.04300               -2.35700                2.33000
25-08-2018 01:16:20.000                4.24700               -1.97300                2.40200
25-08-2018 01:16:36.000                4.24000               -1.79100                2.53500
25-08-2018 01:16:52.000                4.26700               -1.68600                2.59800
25-08-2018 01:17:08.000                4.22800               -1.81800                2.56300
25-08-2018 01:17:24.000                4.10100               -2.34500                2.40700
25-08-2018 01:17:40.000                3.94800               -2.26900                2.58200
25-08-2018 01:17:56.000                3.81900               -2.45800                2.64200
25-08-2018 01:18:12.000                3.95500               -2.39200                2.50600
25-08-2018 01:18:28.000                4.00800               -2.37200                2.55200
25-08-2018 01:18:44.000                3.92600               -2.43100                2.51000
25-08-2018 01:19:00.000                3.97900               -2.48600                2.47100
25-08-2018 01:19:16.000                4.01700               -2.41900                2.48300
25-08-2018 01:19:32.000                3.92400               -2.42500                2.59900
25-08-2018 01:19:48.000                4.04400               -2.40300                2.50400
25-08-2018 01:20:04.000                4.19400               -2.21500                2.46500
25-08-2018 01:20:20.000                4.27700               -2.18800                2.48600
25-08-2018 01:20:36.000                4.25200               -2.18300                2.45500
25-08-2018 01:20:52.000                4.35500               -1.93500                2.50600
25-08-2018 01:21:08.000                4.33500               -2.04900                2.46800
25-08-2018 01:21:24.000                4.43900               -2.10400                2.48600
25-08-2018 01:21:40.000                5.34300               -2.45400                4.08800
25-08-2018 01:21:56.000                5.30600               -2.26300                4.10300
25-08-2018 01:22:12.000                5.45000               -1.71000                4.03000
25-08-2018 01:22:28.000                5.35800               -1.74100                4.10800
25-08-2018 01:22:44.000                5.58900               -1.60000                4.06500
25-08-2018 01:23:00.000                5.48000               -1.65900                4.05200
25-08-2018 01:23:16.000                5.41700               -1.73800                4.15500
25-08-2018 01:23:32.000                5.38300               -1.88900                4.15600
25-08-2018 01:23:48.000                5.24400               -2.28700                4.10300
25-08-2018 01:24:04.000                5.28000               -2.34400                4.12200
25-08-2018 01:24:20.000                5.30000               -2.45200                4.07900
25-08-2018 01:24:36.000                5.41200               -2.25900                4.05100
25-08-2018 01:24:52.000                5.48100               -2.06600                4.04000
25-08-2018 01:25:08.000                5.50800               -1.93300                3.90700
25-08-2018 01:25:24.000                5.50000               -1.84500                3.93400
25-08-2018 01:25:40.000                5.38300               -2.12100                3.96100
25-08-2018 01:25:56.000                5.30300               -2.34400                3.99400
25-08-2018 01:26:12.000                5.28000               -2.37200                4.00900
25-08-2018 01:26:28.000                5.28500               -2.36400                4.00800
25-08-2018 01:26:44.000                5.08700               -2.50900                3.94900
25-08-2018 01:27:00.000                5.27500               -2.27800                4.08400
25-08-2018 01:27:16.000                5.35700               -2.30500                4.20800
25-08-2018 01:27:32.000                5.41800               -2.35200                4.15800
25-08-2018 01:27:48.000                5.42800               -2.21700                4.13400
25-08-2018 01:28:04.000                5.45400               -2.17900                4.18400
25-08-2018 01:28:20.000                5.27100               -2.28600                4.24100
25-08-2018 01:28:36.000                5.41100               -2.27600                4.19300
25-08-2018 01:28:52.000                5.37400               -2.34400                4.17000
25-08-2018 01:29:08.000                5.37400               -2.35700                3.97900
25-08-2018 01:29:24.000                5.36100               -1.88400                4.06300
25-08-2018 01:29:40.000                5.40800               -2.04900                3.86700
25-08-2018 01:29:56.000                5.64700               -1.96500                4.00800
25-08-2018 01:30:12.000                5.73400               -1.80400                4.16100
25-08-2018 01:30:28.000                5.83700               -1.75100                4.23600
25-08-2018 01:30:44.000                6.08100               -1.81800                4.51800
25-08-2018 01:31:00.000                5.91400               -1.94200                4.48800
25-08-2018 01:31:16.000                5.94800               -1.64100                4.58500
25-08-2018 01:31:32.000                5.93800               -1.58100                4.56800
25-08-2018 01:31:48.000                6.03900               -1.69800                4.57400
25-08-2018 01:32:04.000                5.92600               -2.04400                4.48700
25-08-2018 01:32:20.000                5.92000               -2.02100                4.44100
25-08-2018 01:32:36.000                5.91900               -2.07700                4.46000
25-08-2018 01:32:52.000                5.95900               -1.98400                4.35100
25-08-2018 01:33:08.000                6.14300               -1.96400                4.33200
25-08-2018 01:33:24.000                5.86800               -2.86200                4.50700
25-08-2018 01:33:40.000                5.52800               -3.43100                4.59500
25-08-2018 01:33:56.000                5.56500               -3.22400                4.57000
25-08-2018 01:34:12.000                5.76100               -2.93300                4.57000
25-08-2018 01:34:28.000                5.11200               -4.03300                3.92800
25-08-2018 01:34:44.000                4.78300               -4.46800                3.79100
25-08-2018 01:35:00.000                4.89900               -4.36600                3.92500
25-08-2018 01:35:16.000                4.88500               -4.43400                3.89000
25-08-2018 01:35:32.000                4.75500               -4.24500                4.19200
25-08-2018 01:35:48.000                4.68300               -4.59200                3.90800
25-08-2018 01:36:04.000                4.56300               -4.98700                3.60600
25-08-2018 01:36:20.000                4.39100               -4.89400                3.83600
25-08-2018 01:36:36.000                4.80300               -4.52800                3.90700
25-08-2018 01:36:52.000                4.64000               -4.54000                3.86700
25-08-2018 01:37:08.000                4.36200               -4.95200                3.60400
25-08-2018 01:37:24.000                4.65300               -4.34400                3.44000
25-08-2018 01:37:40.000                4.24100               -4.88500                3.33600
25-08-2018 01:37:56.000                4.16900               -5.02700                3.20600
25-08-2018 01:38:12.000                4.06900               -5.16000                3.33400
25-08-2018 01:38:28.000                3.80700               -5.78800                2.96200
25-08-2018 01:38:44.000                2.47700               -7.22500                2.00900
25-08-2018 01:39:00.000                2.19300               -7.34600                1.73400
25-08-2018 01:39:16.000                2.07000               -7.32200                1.69900
25-08-2018 01:39:32.000                1.75300               -7.39100                1.82000
25-08-2018 01:39:48.000                1.79800               -7.60000                1.45700
25-08-2018 01:40:04.000                1.64200               -7.63600                1.35700
25-08-2018 01:40:20.000                1.55900               -7.65400                1.35700
25-08-2018 01:40:36.000                1.54600               -7.70200                1.32000
25-08-2018 01:40:52.000                1.52500               -7.69800                1.30600
25-08-2018 01:41:08.000                1.49000               -7.73100                1.28300
25-08-2018 01:41:24.000                1.34100               -7.79100                1.34800
25-08-2018 01:41:40.000                1.26500               -7.75000                1.37900
25-08-2018 01:41:56.000                1.16600               -7.75200                1.18000
25-08-2018 01:42:12.000                1.16800               -7.79800                1.19500
25-08-2018 01:42:28.000                1.22600               -7.71200                1.09400
25-08-2018 01:42:44.000                1.22100               -7.77500                1.17900
25-08-2018 01:43:00.000                1.33400               -7.70000                1.12700
25-08-2018 01:43:16.000                1.07900               -7.67100                1.13500
25-08-2018 01:43:32.000                1.10800               -7.70100                1.19900
25-08-2018 01:43:48.000                1.13500               -7.69200                1.37700
25-08-2018 01:44:04.000                1.26600               -7.65800                1.44300
25-08-2018 01:44:20.000                1.40000               -7.62900                1.31200
25-08-2018 01:44:36.000                1.29300               -7.63800                1.24400
25-08-2018 01:44:52.000                1.16900               -7.63000                1.39900
25-08-2018 01:45:08.000                1.27800               -7.63400                1.34100
25-08-2018 01:45:24.000                1.23600               -7.55800                1.41400
25-08-2018 01:45:40.000                1.30800               -7.55700                1.45600
25-08-2018 01:45:56.000                1.22700               -7.61400                1.33500
25-08-2018 01:46:12.000                1.31200               -7.58700                1.08500
25-08-2018 01:46:28.000                1.21800               -7.61100                1.43400
25-08-2018 01:46:44.000                1.30900               -7.65600                1.38900
25-08-2018 01:47:00.000                1.24800               -7.75100                1.39200
